colocação,jogador,escalações,rodada,ano
14.0,Soteldo (SAN),672504.0,14,2019
15.0,Gerson (FLA),649878.0,14,2019
16.0,Tadeu (GOI),564284.0,14,2019
17.0,Rodrigo Moledo (INT),546178.0,14,2019
18.0,Everton Ribeiro (FLA),535190.0,14,2019
19.0,Jorge (SAN),534961.0,14,2019
20.0,Filipe Luís (FLA),531572.0,14,2019
1.0,Yony González (FLU),2487976.0,15,2019
2.0,Arrascaeta (FLA),2137312.0,15,2019
3.0,Gilberto (BAH),1996998.0,15,2019
4.0,Daniel Alves (SAO),1777461.0,15,2019
5.0,Gabriel (FLA),1575469.0,15,2019
6.0,Fernando Diniz (FLU),1362646.0,15,2019
7.0,Carlos Sánchez (SAN),1166468.0,15,2019
8.0,Everaldo (CHA),1163455.0,15,2019
9.0,Gil (COR),1144348.0,15,2019
10.0,Pedrinho (COR),1074056.0,15,2019
11.0,Fagner (COR),1069441.0,15,2019
12.0,Gerson (FLA),1054060.0,15,2019
13.0,Ganso (FLU),1049602.0,15,2019
14.0,Reinaldo (SAO),1032444.0,15,2019
15.0,Douglas Friedrich (BAH),943849.0,15,2019
16.0,Bruno Guimarães (ATL),903965.0,15,2019
17.0,Manoel (COR),773101.0,15,2019
18.0,Juninho (BAH),750618.0,15,2019
19.0,Soteldo (SAN),747958.0,15,2019
20.0,Bruno Henrique (FLA),721889.0,15,2019
1.0,Carlos Sánchez (SAN),2627810.0,16,2019
2.0,Eduardo Sasha (SAN),2601579.0,16,2019
3.0,Jorge (SAN),2106678.0,16,2019
4.0,Lucas Veríssimo (SAN),2078534.0,16,2019
5.0,Soteldo (SAN),1920724.0,16,2019
6.0,Jorge Sampaoli (SAN),1761845.0,16,2019
7.0,Daniel Alves (SAO),1608865.0,16,2019
8.0,Thiago Neves (CRU),1419333.0,16,2019
9.0,Pedro Rocha (CRU),1398958.0,16,2019
10.0,Thiago Galhardo (CEA),1046042.0,16,2019
11.0,Gerson (FLA),908499.0,16,2019
12.0,Cássio (COR),728629.0,16,2019
13.0,Rogério Ceni (CRU),696174.0,16,2019
14.0,Diego Souza (BOT),687133.0,16,2019
15.0,Rodrigo Caio (FLA),675668.0,16,2019
16.0,Igor Rabello (ATL),668395.0,16,2019
17.0,Gatito Fernández (BOT),641697.0,16,2019
18.0,Gabriel (FLA),609729.0,16,2019
19.0,Willian Arão (FLA),568454.0,16,2019
20.0,Antony (SAO),563110.0,16,2019
1.0,Gilberto (BAH),2591159.0,17,2019
2.0,Arrascaeta (FLA),1950857.0,17,2019
3.0,Yony González (FLU),1622779.0,17,2019
4.0,Daniel Alves (SAO),1510848.0,17,2019
5.0,Gabriel (FLA),1329911.0,17,2019
6.0,Carlos Sánchez (SAN),1239902.0,17,2019
7.0,Nino Paraíba (BAH),1211292.0,17,2019
8.0,Roger Machado  (BAH),1147712.0,17,2019
9.0,Bruno Guimarães (ATL),1137686.0,17,2019
10.0,Bruno Henrique (FLA),1114532.0,17,2019
11.0,Juninho (BAH),1088094.0,17,2019
12.0,Lucas Fonseca (BAH),929169.0,17,2019
13.0,Dedé (CRU),822343.0,17,2019
14.0,Lucas Veríssimo (SAN),783234.0,17,2019
15.0,Soteldo (SAN),751627.0,17,2019
16.0,Douglas Friedrich (BAH),672020.0,17,2019
17.0,Rodrigo Caio (FLA),627701.0,17,2019
18.0,Moisés (BAH),620122.0,17,2019
19.0,Rony (ATL),588438.0,17,2019
20.0,Pedrinho (COR),577990.0,17,2019
1.0,Gabriel (FLA),2932916.0,18,2019
2.0,Everton Ribeiro (FLA),2102939.0,18,2019
3.0,Pablo Marí (FLA),2034378.0,18,2019
4.0,Rafinha (FLA),1599484.0,18,2019
5.0,Carlos Sánchez (SAN),1509505.0,18,2019
6.0,Gerson (FLA),1499649.0,18,2019
7.0,Jorge Jesus (FLA),1371689.0,18,2019
8.0,Dudu (PAL),1259013.0,18,2019
9.0,Eduardo Sasha (SAN),1220007.0,18,2019
10.0,Filipe Luís (FLA),998262.0,18,2019
11.0,Danilo Avelar (COR),938513.0,18,2019
12.0,Lucas Veríssimo (SAN),912891.0,18,2019
13.0,Mateus Vital (COR),909788.0,18,2019
14.0,Manoel (COR),904524.0,18,2019
15.0,Diego Alves (FLA),874005.0,18,2019
16.0,Cássio (COR),822690.0,18,2019
17.0,Gil (COR),778224.0,18,2019
18.0,Marinho (SAN),726174.0,18,2019
19.0,Vitinho (FLA),698754.0,18,2019
20.0,Willian Arão (FLA),689021.0,18,2019
1.0,Gabriel (FLA),2490983.0,19,2019
2.0,Arrascaeta (FLA),2481749.0,19,2019
3.0,Everton (GRE),2315194.0,19,2019
4.0,Daniel Alves (SAO),1947594.0,19,2019
5.0,Thiago Galhardo (CEA),1579725.0,19,2019
6.0,Bruno Henrique (FLA),1299279.0,19,2019
7.0,Jean Pyerre (GRE),1195617.0,19,2019
8.0,Pedro Henrique (ATL),1119695.0,19,2019
9.0,Gilberto (BAH),1087795.0,19,2019
10.0,Reinaldo (SAO),1086896.0,19,2019
11.0,Arboleda (SAO),1028441.0,19,2019
12.0,Pablo Marí (FLA),1001980.0,19,2019
13.0,Cuca (SAO),979916.0,19,2019
14.0,David Braz (GRE),862725.0,19,2019
15.0,Douglas Friedrich (BAH),776987.0,19,2019
16.0,Rodrigo Caio (FLA),712836.0,19,2019
17.0,Tiago Volpi (SAO),708434.0,19,2019
18.0,Gerson (FLA),706095.0,19,2019
19.0,Alisson (GRE),687074.0,19,2019
20.0,Gustavo Scarpa (PAL),661193.0,19,2019
1.0,Arrascaeta (FLA),2340775.0,20,2019
2.0,Gabriel (FLA),2314017.0,20,2019
3.0,Víctor Cuesta (INT),1731787.0,20,2019
4.0,Paolo Guerrero (INT),1623965.0,20,2019
5.0,Thiago Galhardo (CEA),1603783.0,20,2019
6.0,Rodrigo Moledo (INT),1029970.0,20,2019
7.0,Bruno Henrique (FLA),998122.0,20,2019
8.0,Everton (GRE),991428.0,20,2019
9.0,Odair Hellmann (INT),982332.0,20,2019
10.0,Pablo Marí (FLA),881266.0,20,2019
11.0,Marcos Rocha (PAL),780274.0,20,2019
12.0,Edenílson (INT),699741.0,20,2019
13.0,Léo Sena (GOI),685329.0,20,2019
14.0,Diego Alves (FLA),678298.0,20,2019
15.0,Luiz Adriano (PAL),642790.0,20,2019
16.0,Jorge (SAN),597605.0,20,2019
17.0,Nico López (INT),588544.0,20,2019
18.0,Daniel Alves (SAO),584257.0,20,2019
19.0,Rafinha (FLA),581792.0,20,2019
20.0,Rodrigo Lindoso (INT),566835.0,20,2019
1.0,Everton (GRE),2649808.0,21,2019
2.0,Alisson (GRE),2165821.0,21,2019
3.0,Arrascaeta (FLA),2006112.0,21,2019
4.0,Gabriel (FLA),2002366.0,21,2019
5.0,Kannemann (GRE),1376657.0,21,2019
6.0,Dudu (PAL),1253067.0,21,2019
7.0,Gustavo Scarpa (PAL),1171901.0,21,2019
8.0,David Braz (GRE),1109831.0,21,2019
9.0,Reinaldo (SAO),1076828.0,21,2019
10.0,Daniel Alves (SAO),1031420.0,21,2019
11.0,Renato Gaúcho (GRE),914692.0,21,2019
12.0,Diogo Barbosa (PAL),882389.0,21,2019
13.0,Vitor Hugo (PAL),835344.0,21,2019
14.0,Mano Menezes (PAL),790058.0,21,2019
15.0,Gustavo Gómez (PAL),782157.0,21,2019
16.0,Douglas Friedrich (BAH),752784.0,21,2019
17.0,Thiago Galhardo (CEA),694036.0,21,2019
18.0,Bruno Guimarães (ATL),687696.0,21,2019
19.0,Bruno Henrique (PAL),670818.0,21,2019
20.0,Paulo Victor (GRE),659330.0,21,2019
1.0,Gabriel (FLA),2638850.0,22,2019
2.0,Arrascaeta (FLA),2226140.0,22,2019
3.0,Eduardo Sasha (SAN),1965837.0,22,2019
4.0,Soteldo (SAN),1905161.0,22,2019
5.0,Lucas Veríssimo (SAN),1583703.0,22,2019
6.0,Jorge Sampaoli (SAN),1211653.0,22,2019
7.0,Filipe Luís (FLA),1197229.0,22,2019
8.0,Gilberto (BAH),1143189.0,22,2019
9.0,Rony (ATL),1078705.0,22,2019
10.0,Pedrinho (COR),864114.0,22,2019
11.0,Fagner (COR),740390.0,22,2019
12.0,Pablo Marí (FLA),722628.0,22,2019
13.0,Bruno Henrique (FLA),705476.0,22,2019
14.0,Santos (ATL),702770.0,22,2019
15.0,Nikão (ATL),689498.0,22,2019
16.0,Bruno Guimarães (ATL),687449.0,22,2019
17.0,Rodrigo Caio (FLA),665893.0,22,2019
18.0,Everton Ribeiro (FLA),651319.0,22,2019
19.0,Victor Ferraz (SAN),642433.0,22,2019
20.0,Diego Alves (FLA),549105.0,22,2019
1.0,Everton (GRE),1816088.0,23,2019
2.0,Thiago Galhardo (CEA),1728094.0,23,2019
3.0,Everton Ribeiro (FLA),1684402.0,23,2019
4.0,Dudu (PAL),1519174.0,23,2019
5.0,Bruno Henrique (PAL),1427131.0,23,2019
6.0,Bruno Henrique (FLA),1328560.0,23,2019
7.0,Pablo Marí (FLA),1326759.0,23,2019
8.0,Hernanes (SAO),1231187.0,23,2019
9.0,Daniel Alves (SAO),1169266.0,23,2019
10.0,Gilberto (BAH),1038957.0,23,2019
11.0,Pablo (SAO),967688.0,23,2019
12.0,Rodrigo Caio (FLA),944976.0,23,2019
13.0,Fernando Diniz (SAO),930460.0,23,2019
14.0,Reinaldo (SAO),922465.0,23,2019
15.0,Gustavo Gómez (PAL),907191.0,23,2019
16.0,Marcos Rocha (PAL),883903.0,23,2019
17.0,Jordi (CSA),761939.0,23,2019
18.0,Willian (PAL),755753.0,23,2019
19.0,Mano Menezes (PAL),748681.0,23,2019
20.0,Jorge Jesus (FLA),663298.0,23,2019
1.0,Bruno Henrique (FLA),2373645.0,24,2019
2.0,Everton Ribeiro (FLA),2161129.0,24,2019
3.0,Luan (GRE),2094785.0,24,2019
4.0,Alisson (GRE),1784494.0,24,2019
5.0,Pedro Geromel (GRE),1467438.0,24,2019
6.0,Pablo Marí (FLA),1450054.0,24,2019
7.0,Víctor Cuesta (INT),1370415.0,24,2019
8.0,Rafinha (FLA),1216180.0,24,2019
9.0,Rodrigo Lindoso (INT),1093679.0,24,2019
10.0,Gerson (FLA),1014821.0,24,2019
11.0,David Braz (GRE),984678.0,24,2019
12.0,Patrick (INT),946549.0,24,2019
13.0,Gilberto (BAH),932804.0,24,2019
14.0,Jorge Jesus (FLA),882417.0,24,2019
15.0,Renato Gaúcho (GRE),873214.0,24,2019
16.0,Nico López (INT),706465.0,24,2019
17.0,Diego Alves (FLA),695830.0,24,2019
18.0,Bruno Cortez (GRE),689644.0,24,2019
19.0,Wellington Paulista (FOR),688462.0,24,2019
20.0,Fagner (COR),590903.0,24,2019
1.0,Thiago Galhardo (CEA),2246671.0,25,2019
2.0,Dudu (PAL),2054848.0,25,2019
3.0,Bruno Henrique (FLA),1687326.0,25,2019
4.0,Michael (GOI),1344510.0,25,2019
5.0,Bruno Henrique (PAL),1298465.0,25,2019
6.0,Rafael Vaz (GOI),1269429.0,25,2019
7.0,Marcos Rocha (PAL),1173991.0,25,2019
8.0,Mano Menezes (PAL),1125835.0,25,2019
9.0,Tadeu (GOI),1000736.0,25,2019
10.0,Everton Ribeiro (FLA),812944.0,25,2019
11.0,Pedro Geromel (GRE),794360.0,25,2019
12.0,Diogo Barbosa (PAL),704049.0,25,2019
13.0,Pablo Marí (FLA),661515.0,25,2019
14.0,Víctor Cuesta (INT),655615.0,25,2019
15.0,Luan (PAL),613926.0,25,2019
16.0,Rodrigo Lindoso (INT),611896.0,25,2019
17.0,Léo Cittadini (ATL),609824.0,25,2019
18.0,Patrick (INT),606189.0,25,2019
19.0,Gerson (FLA),530221.0,25,2019
20.0,Luan (GRE),527987.0,25,2019
1.0,Gabriel (FLA),2789754.0,26,2019
2.0,Carlos Sánchez (SAN),2012020.0,26,2019
3.0,Dudu (PAL),1814216.0,26,2019
4.0,Everton (GRE),1461268.0,26,2019
5.0,Marcos Rocha (PAL),1419693.0,26,2019
6.0,Pablo Marí (FLA),1299739.0,26,2019
7.0,Bruno Henrique (PAL),1276182.0,26,2019
8.0,Pedro Geromel (GRE),1050767.0,26,2019
9.0,Gerson (FLA),1014357.0,26,2019
10.0,Gustavo Gómez (PAL),993056.0,26,2019
11.0,Mano Menezes (PAL),916412.0,26,2019
12.0,Diogo Barbosa (PAL),887866.0,26,2019
13.0,Willian Arão (FLA),772354.0,26,2019
14.0,Rodrigo Caio (FLA),768672.0,26,2019
15.0,Patrick (INT),729245.0,26,2019
16.0,Willian (PAL),716558.0,26,2019
17.0,Jorge (SAN),679905.0,26,2019
18.0,Eduardo Sasha (SAN),678725.0,26,2019
19.0,Luan (GRE),613218.0,26,2019
20.0,Gustavo Scarpa (PAL),605458.0,26,2019
1.0,Gabriel (FLA),2453516.0,27,2019
2.0,Daniel Alves (SAO),2054344.0,27,2019
3.0,Gilberto (BAH),1964984.0,27,2019
4.0,Bruno Henrique (FLA),1742226.0,27,2019
5.0,Everton Ribeiro (FLA),1622531.0,27,2019
6.0,Víctor Cuesta (INT),1607768.0,27,2019
7.0,Fernando Diniz (SAO),1377929.0,27,2019
8.0,Patrick (INT),1341175.0,27,2019
9.0,Rodrigo Caio (FLA),1184769.0,27,2019
10.0,Alexandre Pato (SAO),1087157.0,27,2019
11.0,Jorge Jesus (FLA),946634.0,27,2019
12.0,Renê (FLA),848693.0,27,2019
13.0,Diego Alves (FLA),745258.0,27,2019
14.0,Willian Arão (FLA),737929.0,27,2019
15.0,Bruno Alves (SAO),713413.0,27,2019
16.0,Pedrinho (COR),670092.0,27,2019
17.0,Fagner (COR),648248.0,27,2019
18.0,Rafael Vaz (GOI),617282.0,27,2019
19.0,Carlos Sánchez (SAN),555492.0,27,2019
20.0,Arboleda (SAO),553702.0,27,2019
1.0,Gabriel (FLA),3055765.0,28,2019
2.0,Rodrigo Caio (FLA),2299770.0,28,2019
3.0,Bruno Henrique (FLA),2295948.0,28,2019
4.0,Pedro Geromel (GRE),1736142.0,28,2019
5.0,Everton Ribeiro (FLA),1723873.0,28,2019
6.0,Everton (GRE),1687883.0,28,2019
7.0,Jorge Jesus (FLA),1483957.0,28,2019
8.0,Rafinha (FLA),1220932.0,28,2019
9.0,Thiago Neves (CRU),1107972.0,28,2019
10.0,Reinaldo (SAO),1072486.0,28,2019
11.0,Thiago Galhardo (CEA),1061054.0,28,2019
12.0,Gerson (FLA),1027193.0,28,2019
13.0,Diego Alves (FLA),914156.0,28,2019
14.0,Diogo Barbosa (PAL),762161.0,28,2019
15.0,Alisson (GRE),709628.0,28,2019
16.0,Willian Arão (FLA),665828.0,28,2019
17.0,Bruno Henrique (PAL),635092.0,28,2019
18.0,Dudu (PAL),599547.0,28,2019
19.0,Léo Cittadini (ATL),553998.0,28,2019
20.0,Douglas Friedrich (BAH),499077.0,28,2019
1.0,Gabriel (FLA),2370929.0,29,2019
2.0,Arrascaeta (FLA),2053006.0,29,2019
3.0,Bruno Henrique (FLA),1970801.0,29,2019
4.0,Carlos Sánchez (SAN),1368377.0,29,2019
5.0,Víctor Cuesta (INT),1117283.0,29,2019
6.0,Everton (GRE),1078592.0,29,2019
7.0,Otero (ATL),1075792.0,29,2019
8.0,Réver (ATL),1068658.0,29,2019
9.0,Filipe Luís (FLA),1065943.0,29,2019
10.0,Jorge Jesus (FLA),996739.0,29,2019
11.0,Vagner Mancini (ATL),922105.0,29,2019
12.0,Pablo Marí (FLA),895022.0,29,2019
13.0,Rodrigo Caio (FLA),845496.0,29,2019
14.0,Thiago Galhardo (CEA),793239.0,29,2019
15.0,Wellington Paulista (FOR),730604.0,29,2019
16.0,Everton Ribeiro (FLA),650885.0,29,2019
17.0,Rafinha (FLA),617379.0,29,2019
18.0,Eduardo Sasha (SAN),610757.0,29,2019
19.0,Gerson (FLA),573480.0,29,2019
20.0,Guga (ATL),498125.0,29,2019
1.0,Arrascaeta (FLA),1905783.0,30,2019
2.0,Rony (ATL),1784337.0,30,2019
3.0,Bruno Henrique (FLA),1658281.0,30,2019
4.0,Rafael Vaz (GOI),1428265.0,30,2019
5.0,Carlos Sánchez (SAN),1384448.0,30,2019
6.0,Michael (GOI),1365103.0,30,2019
7.0,Jorge (SAN),1225456.0,30,2019
8.0,Dudu (PAL),1151889.0,30,2019
9.0,Everton (GRE),848920.0,30,2019
10.0,Gustavo Scarpa (PAL),836345.0,30,2019
11.0,Tadeu (GOI),764667.0,30,2019
12.0,Nikão (ATL),763637.0,30,2019
13.0,Pablo Marí (FLA),741874.0,30,2019
14.0,Reinaldo (SAO),673312.0,30,2019
15.0,Gustavo Gómez (PAL),648741.0,30,2019
16.0,Diogo Barbosa (PAL),591279.0,30,2019
17.0,Santos (ATL),581084.0,30,2019
18.0,Tiago Nunes (ATL),571548.0,30,2019
19.0,Madson (ATL),566032.0,30,2019
20.0,Rodrigo Caio (FLA),550213.0,30,2019
1.0,Everton (GRE),2424958.0,31,2019
2.0,Gabriel (FLA),2265565.0,31,2019
3.0,Arrascaeta (FLA),1923204.0,31,2019
4.0,Pedro Geromel (GRE),1454745.0,31,2019
5.0,Bruno Henrique (FLA),1401977.0,31,2019
6.0,Carlos Sánchez (SAN),1270770.0,31,2019
7.0,Alisson (GRE),1254609.0,31,2019
8.0,Jorge (SAN),962738.0,31,2019
9.0,Reinaldo (SAO),916892.0,31,2019
10.0,Rodrigo Caio (FLA),843477.0,31,2019
11.0,Diego Alves (FLA),787068.0,31,2019
12.0,Renato Gaúcho (GRE),766537.0,31,2019
13.0,Pablo Marí (FLA),725500.0,31,2019
14.0,Zé Ricardo (INT),594699.0,31,2019
15.0,Bruno Cortez (GRE),589777.0,31,2019
16.0,Nino Paraíba (BAH),573549.0,31,2019
17.0,Gerson (FLA),572341.0,31,2019
18.0,Fernando Diniz (SAO),570492.0,31,2019
19.0,Soteldo (SAN),559681.0,31,2019
20.0,Douglas Friedrich (BAH),552645.0,31,2019
1.0,Gabriel (FLA),2124033.0,32,2019
2.0,Everton (GRE),1933778.0,32,2019
3.0,Bruno Henrique (FLA),1911491.0,32,2019
4.0,Pedro Geromel (GRE),1529006.0,32,2019
5.0,Everton Ribeiro (FLA),1107610.0,32,2019
6.0,Víctor Cuesta (INT),996986.0,32,2019
7.0,Rodrigo Caio (FLA),929704.0,32,2019
8.0,Pablo Marí (FLA),894490.0,32,2019
9.0,Jorge Jesus (FLA),866925.0,32,2019
10.0,Gerson (FLA),857037.0,32,2019
11.0,Reinaldo (SAO),751128.0,32,2019
12.0,Diego Alves (FLA),741288.0,32,2019
13.0,Alisson (GRE),733971.0,32,2019
14.0,Filipe Luís (FLA),724385.0,32,2019
15.0,Carlos Sánchez (SAN),703580.0,32,2019
16.0,Apodi (CSA),637700.0,32,2019
17.0,Marcos Rocha (PAL),613032.0,32,2019
18.0,Rodrigo Lindoso (INT),609442.0,32,2019
19.0,Thiago Neves (CRU),595614.0,32,2019
20.0,Paolo Guerrero (INT),536399.0,32,2019
1.0,Thiago Neves (CRU),1965291.0,33,2019
2.0,Wellington Paulista (FOR),1684302.0,33,2019
3.0,Carlos Sánchez (SAN),1496611.0,33,2019
4.0,Rony (ATL),1408960.0,33,2019
5.0,Everton (GRE),1240124.0,33,2019
6.0,Nikão (ATL),1181936.0,33,2019
7.0,Gabriel (FLA),1179685.0,33,2019
8.0,Jorge (SAN),1119607.0,33,2019
9.0,Orejuela (CRU),1012003.0,33,2019
10.0,Tadeu (GOI),901465.0,33,2019
11.0,Arrascaeta (FLA),827006.0,33,2019
12.0,Marinho (SAN),773180.0,33,2019
13.0,Abel Braga (CRU),747327.0,33,2019
14.0,Pedro Geromel (GRE),724759.0,33,2019
15.0,Víctor Cuesta (INT),719379.0,33,2019
16.0,Thiago Galhardo (CEA),674239.0,33,2019
17.0,Eduardo Sasha (SAN),608405.0,33,2019
18.0,Thiago Heleno (ATL),595795.0,33,2019
19.0,Fábio (CRU),586585.0,33,2019
20.0,Marcos Rocha (PAL),561956.0,33,2019
1.0,Marinho (SAN),1899503.0,34,2019
2.0,Carlos Sánchez (SAN),1787959.0,34,2019
3.0,Soteldo (SAN),1783602.0,34,2019
4.0,Víctor Cuesta (INT),1573148.0,34,2019
5.0,Jorge Sampaoli (SAN),1148756.0,34,2019
6.0,Tadeu (GOI),1112881.0,34,2019
7.0,Paolo Guerrero (INT),996260.0,34,2019
8.0,Michael (GOI),890253.0,34,2019
9.0,Everton (GRE),872181.0,34,2019
10.0,Eduardo Sasha (SAN),867092.0,34,2019
11.0,Rodrigo Lindoso (INT),774311.0,34,2019
12.0,Marcos Rocha (PAL),738482.0,34,2019
13.0,Rafael Vaz (GOI),714578.0,34,2019
14.0,Rodrigo Moledo (INT),667575.0,34,2019
15.0,Daniel Alves (SAO),654844.0,34,2019
16.0,Dudu (PAL),646560.0,34,2019
17.0,Lucas Veríssimo (SAN),642732.0,34,2019
18.0,Zé Ricardo (INT),640855.0,34,2019
19.0,Pedrinho (COR),566262.0,34,2019
20.0,William Pottker (INT),540078.0,34,2019
1.0,Bruno Henrique (FLA),1986525.0,35,2019
2.0,Arrascaeta (FLA),1721990.0,35,2019
3.0,Pedrinho (COR),1395622.0,35,2019
4.0,Víctor Cuesta (INT),1213935.0,35,2019
5.0,Gil (COR),1052904.0,35,2019
6.0,Jorge Jesus (FLA),903207.0,35,2019
7.0,Rodrigo Caio (FLA),902809.0,35,2019
8.0,Soteldo (SAN),897316.0,35,2019
9.0,Thiago Neves (CRU),854335.0,35,2019
10.0,Paolo Guerrero (INT),844097.0,35,2019
11.0,Fagner (COR),741859.0,35,2019
12.0,Carlos Sánchez (SAN),710387.0,35,2019
13.0,Orejuela (CRU),662475.0,35,2019
14.0,Everton (GRE),646450.0,35,2019
15.0,Daniel Alves (SAO),629128.0,35,2019
16.0,Gilberto (BAH),560084.0,35,2019
17.0,Everton Ribeiro (FLA),548811.0,35,2019
18.0,Filipe Luís (FLA),515422.0,35,2019
19.0,Boselli (COR),497700.0,35,2019
20.0,Diego Alves (FLA),489732.0,35,2019
1.0,Carlos Sánchez (SAN),2135572.0,36,2019
2.0,Marinho (SAN),1722203.0,36,2019
3.0,Jorge Sampaoli (SAN),1426744.0,36,2019
4.0,Arrascaeta (FLA),1293734.0,36,2019
5.0,Gabriel (FLA),1269717.0,36,2019
6.0,Victor Ferraz (SAN),1242530.0,36,2019
7.0,Pedro Geromel (GRE),1164266.0,36,2019
8.0,Everton (GRE),1115095.0,36,2019
9.0,Eduardo Sasha (SAN),983373.0,36,2019
10.0,Lucas Veríssimo (SAN),864516.0,36,2019
11.0,Bruno Henrique (FLA),772674.0,36,2019
12.0,Léo Sena (GOI),729863.0,36,2019
13.0,Rafael Vaz (GOI),697285.0,36,2019
14.0,Michael (GOI),668825.0,36,2019
15.0,Víctor Cuesta (INT),653732.0,36,2019
16.0,Tadeu (GOI),589606.0,36,2019
17.0,Gustavo Henrique (SAN),455780.0,36,2019
18.0,Thiago Galhardo (CEA),455301.0,36,2019
19.0,Gilberto  (FLU),409381.0,36,2019
20.0,Éverson (SAN),399442.0,36,2019
1.0,Arrascaeta (FLA),2076474.0,37,2019
2.0,Gabriel (FLA),1820588.0,37,2019
3.0,Everton (GRE),1785548.0,37,2019
4.0,Rodrigo Caio (FLA),1534181.0,37,2019
5.0,Pedro Geromel (GRE),1331495.0,37,2019
6.0,Jorge Jesus (FLA),1235794.0,37,2019
7.0,Rafinha (FLA),816139.0,37,2019
8.0,Diego Alves (FLA),790667.0,37,2019
9.0,Alisson (GRE),771025.0,37,2019
10.0,Filipe Luís (FLA),685051.0,37,2019
11.0,Bruno Henrique (FLA),673624.0,37,2019
12.0,Bruno Henrique (PAL),665762.0,37,2019
13.0,Marcos Rocha (PAL),651295.0,37,2019
14.0,Dudu (PAL),596711.0,37,2019
15.0,Thiago Galhardo (CEA),592443.0,37,2019
16.0,Gerson (FLA),575042.0,37,2019
17.0,Cazares (ATL),570325.0,37,2019
18.0,Bruno Cortez (GRE),421716.0,37,2019
19.0,Marinho (SAN),415940.0,37,2019
20.0,Soteldo (SAN),413706.0,37,2019
1.0,Gabriel (FLA),1860187.0,38,2019
2.0,Víctor Cuesta (INT),1521346.0,38,2019
3.0,Paolo Guerrero (INT),1177430.0,38,2019
4.0,Bruno Henrique (FLA),1122289.0,38,2019
5.0,Fagner (COR),1038671.0,38,2019
6.0,Carlos Sánchez (SAN),865004.0,38,2019
7.0,Léo Sena (GOI),835074.0,38,2019
8.0,Leandro Castan (VAS),756736.0,38,2019
9.0,Everton Ribeiro (FLA),746918.0,38,2019
10.0,Marcos Rocha (PAL),701876.0,38,2019
11.0,Michael (GOI),669297.0,38,2019
12.0,Dudu (PAL),653345.0,38,2019
13.0,Thiago Galhardo (CEA),621338.0,38,2019
14.0,Bruno Henrique (PAL),600641.0,38,2019
15.0,Yago Pikachu (VAS),598421.0,38,2019
16.0,Vanderlei Luxemburgo (VAS),587924.0,38,2019
17.0,Tadeu (GOI),584354.0,38,2019
18.0,Gil (COR),583989.0,38,2019
19.0,Guarín (VAS),557526.0,38,2019
20.0,Jorge Jesus (FLA),524641.0,38,2019
